name,latitude,longitude,area_1,area_2,address,phone,opening_hours_all,rating,avg_price,image
嵐山熟成牛かつ專売 台中北屯店,24.1832434,120.6899918,台中市,北屯區,臺中市北屯區昌平路二段12之15巷60號,04-22472777,"['星期一 11:30-14:00, 17:00-20:30', '星期二 11:30-14:00, 17:00-20:30', '星期三 11:30-14:00, 17:00-20:30', '星期四 11:30-14:00, 17:00-20:30', '星期五 11:30-14:00, 17:00-20:30', '星期六 11:30-14:30, 17:00-20:30', '星期日 11:30-14:30, 17:00-20:30']",4.5,380,food_image/嵐山熟成牛かつ專売 台中北屯店.jpg
暮藏和牛鍋物,24.1532786,120.6590447,台中市,西區,臺中市西區華美街390號,04-23260399,"['星期一 11:00-14:00, 17:00-23:00', '星期二 11:00-14:00, 17:00-23:00', '星期三 11:00-14:00, 17:00-23:00', '星期四 11:00-14:00, 17:00-23:00', '星期五 11:00-14:00, 17:00-23:00', '星期六 11:00-14:00, 17:00-23:00', '星期日 11:00-14:00, 17:00-23:00']",4.7,1600,food_image/暮藏和牛鍋物.jpg
吳留手串燒居酒屋 台中店,24.148539,120.6629826,台中市,西區,臺中市中興街111號,04-23028611,"['星期一 00:00-01:00, 18:00-00:00', '星期二 00:00-01:00, 18:00-00:00', '星期三 00:00-01:00, 18:00-00:00', '星期四 00:00-01:00, 18:00-00:00', '星期五 00:00-01:00, 18:00-00:00', '星期六 00:00-01:00, 18:00-00:00', '星期日 18:00-00:00, 00:00-01:00']",4.5,500,food_image/吳留手串燒居酒屋 台中店.jpg
阿財米糕店,24.2720266,120.5751647,台中市,清水區,臺中市清水區西寧路105號,04-26229853,"['星期一 休息', '星期二 10:00-19:00', '星期三 10:00-19:00', '星期四 10:00-19:00', '星期五 10:00-19:00', '星期六 10:00-19:00', '星期日 10:00-19:00']",4,100,food_image/阿財米糕店.jpg
貳樓餐廳 Second Floor Cafe 公益店,24.1509841,120.6474272,台中市,南屯區,臺中市南屯區公益路二段172號,04-23272527,"['星期一 10:30-20:30', '星期二 10:30-20:30', '星期三 10:30-20:30', '星期四 10:30-20:30', '星期五 10:30-21:00', '星期六 09:00-21:00', '星期日 09:00-20:30']",4.5,350,food_image/貳樓餐廳 Second Floor Cafe 公益店.jpg
森森燒肉 MoriMori Yakiniku 洲際店,24.1876489,120.6874144,台中市,北屯區,臺中市北屯區昌平東二路135號,04-24220833,"['星期一 11:00-00:00', '星期二 11:00-00:00', '星期三 11:00-00:00', '星期四 11:00-00:00', '星期五 11:00-00:00', '星期六 11:00-00:00', '星期日 11:00-00:00']",4.8,650,food_image/森森燒肉 MoriMori Yakiniku 洲際店.jpg
木門咖啡Wooden Door,24.1500906,120.6518687,台中市,南屯區,臺中市南屯區大墩十二街126號,04-23298877,"['星期一 09:00-21:00', '星期二 09:00-21:00', '星期三 09:00-21:00', '星期四 09:00-21:00', '星期五 09:00-21:00', '星期六 09:00-21:00', '星期日 09:00-21:00']",3.9,350,food_image/木門咖啡Wooden Door.jpg
Mr.38,24.1506573,120.6855195,台中市,北區,臺中市北區一中街109號,04-22230866,"['星期一 11:00-21:30', '星期二 11:00-21:30', '星期三 11:00-21:30', '星期四 11:00-21:30', '星期五 11:00-21:30', '星期六 11:00-21:30', '星期日 11:00-21:30']",4.5,200,food_image/Mr.38.jpg
好市多 北台中店,24.1874759,120.7081845,台中市,北屯區,臺中市北屯區敦富路366號,None,"['星期一 10:00-21:30', '星期二 10:00-21:30', '星期三 10:00-21:30', '星期四 10:00-21:30', '星期五 10:00-21:30', '星期六 10:00-21:30', '星期日 10:00-21:30']",4.5,0,food_image/好市多 北台中店.jpg
涮屋馬 惠中店,24.1592452,120.6433877,台中市,西屯區,臺中市西屯區惠中路一段117號,04-22596000,"['星期一 11:00-00:00', '星期二 11:00-00:00', '星期三 11:00-00:00', '星期四 11:00-00:00', '星期五 11:00-00:00', '星期六 11:00-00:00', '星期日 11:00-00:00']",4.7,1800,food_image/涮屋馬 惠中店.jpg
又見一炊煙,24.2085739,120.7860994,台中市,新社區,臺中市新社區中興嶺街一段107號,04-25823568,"['星期一 11:00-21:00', '星期二 11:00-21:00', '星期三 11:00-21:00', '星期四 11:00-21:00', '星期五 11:00-21:00', '星期六 11:00-21:00', '星期日 11:00-21:00']",4.2,2000,food_image/又見一炊煙.jpg
HUN混,24.149876,120.684317,台中市,北區,臺中市北區三民路三段114號2樓,04-22231080,"['星期一 11:00-22:00', '星期二 11:00-22:00', '星期三 11:00-22:00', '星期四 11:00-22:00', '星期五 11:00-22:00', '星期六 11:00-22:00', '星期日 11:00-22:00']",4.3,105,food_image/HUN混.jpg
信兵衛南門町目三代店,24.1221632,120.6839595,台中市,南區,臺中市南區南門路1號,04-22850668,"['星期一 11:00-14:00, 17:30-22:00', '星期二 11:00-14:00, 17:30-22:00', '星期三 11:00-14:00, 17:30-22:00', '星期四 11:00-14:00, 17:30-22:00', '星期五 11:00-14:00, 17:30-22:00', '星期六 11:00-14:00, 17:00-22:00', '星期日 11:00-14:00, 17:00-22:00']",4.4,700,food_image/信兵衛南門町目三代店.jpg
新天地海鮮餐廳 崇德旗艦店,24.1789274,120.6843256,台中市,北屯區,臺中市北屯區崇德五路345號,04-22438222,"['星期一 11:00-21:00', '星期二 11:00-21:00', '星期三 11:00-21:00', '星期四 11:00-21:00', '星期五 11:00-21:00', '星期六 11:00-21:00', '星期日 11:00-21:00']",4.3,800,food_image/新天地海鮮餐廳 崇德旗艦店.jpg
赤鬼炙燒牛排 崇德店,24.1723638,120.6851671,台中市,北屯區,臺中市北屯區文心路四段603號,04-22429933,"['星期一 11:00-22:30', '星期二 11:00-22:30', '星期三 11:00-22:30', '星期四 11:00-22:30', '星期五 11:00-22:30', '星期六 11:00-23:00', '星期日 11:00-23:00']",4.1,350,food_image/赤鬼炙燒牛排 崇德店.jpg
萬客什鍋,24.1723133,120.6431357,台中市,西屯區,台中市青海路二段246-15號,04-27086722,"['星期一 00:00-05:00, 11:30-00:00', '星期二 00:00-05:00, 11:30-00:00', '星期三 00:00-05:00, 11:30-00:00', '星期四 00:00-05:00, 11:30-00:00', '星期五 00:00-05:00, 11:30-00:00', '星期六 00:00-05:00, 11:30-00:00', '星期日 11:30-00:00, 00:00-05:00']",4.4,428,food_image/萬客什鍋.jpg
熱浪島南洋蔬食茶堂 台中直營旗艦店,24.1455021,120.6241226,台中市,南屯區,臺中市南屯區向上路三段536號,04-23801133,"['星期一 11:00-20:30', '星期二 11:00-20:30', '星期三 11:00-20:30', '星期四 11:00-20:30', '星期五 11:00-20:30', '星期六 11:00-20:30', '星期日 11:00-20:30']",4.6,300,food_image/熱浪島南洋蔬食茶堂 台中直營旗艦店.jpg
湯棧 台中公益店,24.1511334,120.6447448,台中市,南屯區,臺中市南屯區公益路二段248號,04-22580617,"['星期一 00:00-02:00, 11:00-00:00', '星期二 00:00-02:00, 11:00-00:00', '星期三 00:00-02:00, 11:00-00:00', '星期四 00:00-02:00, 11:00-00:00', '星期五 00:00-02:00, 11:00-00:00', '星期六 00:00-02:00, 11:00-00:00', '星期日 11:00-00:00, 00:00-02:00']",4.6,342,food_image/湯棧 台中公益店.jpg
阿布潘水產,24.1786506,120.7216341,台中市,北屯區,臺中市北屯區環中東路二段125之3號,04-24391456,"['星期一 10:00-21:00', '星期二 10:00-21:00', '星期三 10:00-21:00', '星期四 10:00-21:00', '星期五 10:00-21:00', '星期六 10:00-21:00', '星期日 10:00-21:00']",4.4,500,food_image/阿布潘水產.jpg
平禄寿司,24.1533691,120.6821697,台中市,北區,臺中市北區五權路409號,04-22069688,"['星期一 11:00-20:30', '星期二 11:00-20:30', '星期三 11:00-20:30', '星期四 11:00-20:30', '星期五 11:00-20:30', '星期六 11:00-20:30', '星期日 11:00-20:30']",4.5,400,food_image/平禄寿司.jpg
眺高 STAY WITH MOUNTAIN,24.1753344,120.7387604,台中市,北屯區,臺中市北屯區部子路700巷11弄36號,04-24390886,"['星期一 00:00-01:00, 16:00-00:00', '星期二 16:00-00:00', '星期三 16:00-00:00', '星期四 16:00-00:00', '星期五 16:00-00:00', '星期六 00:00-01:00, 11:30-00:00', '星期日 11:30-00:00, 00:00-01:00']",4.3,500,food_image/眺高 STAY WITH MOUNTAIN.jpg
輕井澤火鍋 新崇德店,24.1711587,120.6851288,台中市,北屯區,臺中市北屯區崇德路二段103號,04-22381371,"['星期一 00:00-02:00, 11:00-00:00', '星期二 00:00-02:00, 11:00-00:00', '星期三 00:00-02:00, 11:00-00:00', '星期四 00:00-02:00, 11:00-00:00', '星期五 00:00-02:00, 11:00-00:00', '星期六 00:00-02:00, 11:00-00:00', '星期日 11:00-00:00, 00:00-02:00']",4.2,330,food_image/輕井澤火鍋 新崇德店.jpg
CJSJ 法式甜點,24.1449528,120.6642519,台中市,西區,臺中市西區向上路一段79巷72號,04-23016996,"['星期一 12:00-18:20', '星期二 12:00-18:20', '星期三 休息', '星期四 休息', '星期五 12:00-18:20', '星期六 12:00-18:20', '星期日 12:00-18:20']",4.2,250,food_image/CJSJ 法式甜點.jpg
Thai J 泰式料理 台中大墩店,24.149633,120.649656,台中市,南屯區,臺中市南屯區大墩路533號1樓,04-23203597,"['星期一 11:30-16:30, 17:30-22:00', '星期二 11:30-16:30, 17:30-22:00', '星期三 11:30-16:30, 17:30-22:00', '星期四 11:30-16:30, 17:30-22:00', '星期五 11:30-16:30, 17:30-22:00', '星期六 11:30-16:30, 17:30-22:00', '星期日 11:30-16:30, 17:30-22:00']",4.2,500,food_image/Thai J 泰式料理 台中大墩店.jpg
星享道酒店In Sky Hotel,24.182928,120.6451746,台中市,西屯區,臺中市西屯區福星北路18號,04-27062208,"['星期一 24小時營業', '星期二 24小時營業', '星期三 24小時營業', '星期四 24小時營業', '星期五 24小時營業', '星期六 24小時營業', '星期日 24小時營業']",4.2,0,food_image/星享道酒店In Sky Hotel.jpg
一笈壽司,24.1507534,120.6516758,台中市,南屯區,臺中市南屯區公益路二段25號,04-23206368,"['星期一 11:00-23:00', '星期二 11:00-23:00', '星期三 11:00-23:00', '星期四 11:00-23:00', '星期五 11:00-23:00', '星期六 11:00-23:00', '星期日 11:00-23:00']",4.1,400,food_image/一笈壽司.jpg
鵝房宮一點利創始店,24.1768105,120.6973319,台中市,北屯區,臺中市北屯區遼寧路一段376號,09-33446507,"['星期一 11:30-20:00', '星期二 11:30-20:00', '星期三 11:30-20:00', '星期四 11:30-20:00', '星期五 11:30-20:00', '星期六 11:30-20:00', '星期日 11:30-20:00']",4.5,600,food_image/鵝房宮一點利創始店.jpg
太初麵食りようり,24.150661,120.6492644,台中市,南屯區,臺中市南屯區公益路二段115號,04-23195101,"['星期一 00:00-01:00, 11:00-00:00', '星期二 00:00-01:00, 11:00-00:00', '星期三 00:00-01:00, 11:00-00:00', '星期四 00:00-01:00, 11:00-00:00', '星期五 00:00-01:00, 11:00-00:00', '星期六 00:00-01:00, 11:00-00:00', '星期日 11:00-00:00, 00:00-01:00']",4.2,236,food_image/太初麵食りようり.jpg
焼肉スマイル（燒肉Smile） 台中高工店,24.1143255,120.6679659,台中市,南區,臺中市南區高工路388之9號,04-22609797,"['星期一 00:00-04:00, 11:00-00:00', '星期二 00:00-04:00, 11:00-00:00', '星期三 00:00-04:00, 11:00-00:00', '星期四 00:00-04:00, 11:00-00:00', '星期五 00:00-04:00, 11:00-00:00', '星期六 00:00-04:00, 11:00-00:00', '星期日 11:00-00:00, 00:00-04:00']",4.9,600,food_image/焼肉スマイル燒肉Smile 台中高工店.jpg
皇家帝國麻辣火鍋,25.0387766,121.5069087,台北市,萬華區,臺北市萬華區中華路一段192號,02-23149969,"['星期一 11:30-23:00', '星期二 11:30-23:00', '星期三 11:30-23:00', '星期四 休息', '星期五 11:30-23:00', '星期六 11:30-23:00', '星期日 11:30-23:00']",4.6,1100,food_image/皇家帝國麻辣火鍋.jpg
京站時尚廣場,25.049308,121.5171935,台北市,大同區,臺北市大同區承德路一段1號,02-21828888,"['星期一 11:00-21:30', '星期二 11:00-21:30', '星期三 11:00-21:30', '星期四 11:00-21:30', '星期五 11:00-22:00', '星期六 11:00-22:00', '星期日 11:00-21:30']",4.3,70,food_image/京站時尚廣場.jpg
くら寿司 藏壽司 松江南京店,25.0522603,121.5324896,台北市,中山區,臺北市中山區南京東路二段101號B1F,02-25681519,"['星期一 11:00-22:00', '星期二 11:00-22:00', '星期三 11:00-22:00', '星期四 11:00-22:00', '星期五 11:00-22:00', '星期六 10:30-22:00', '星期日 10:30-22:00']",4.5,500,food_image/くら寿司 藏壽司 松江南京店.jpg
阜杭豆漿,25.0442333,121.5248433,台北市,中正區,臺北市中正區忠孝東路一段108號2樓,02-23922175,"['星期一 休息', '星期二 05:30-12:30', '星期三 05:30-12:30', '星期四 05:30-12:30', '星期五 05:30-12:30', '星期六 05:30-12:30', '星期日 05:30-12:30']",4,110,food_image/阜杭豆漿.jpg
狗一下居食酒屋 忠孝店,25.0425389,121.5476083,台北市,大安區,臺北市大安區敦化南路一段190巷18號,02-27313585,"['星期一 11:30-14:30, 17:00-22:30', '星期二 11:30-14:30, 17:00-22:30', '星期三 11:30-14:30, 17:00-22:30', '星期四 11:30-14:30, 17:00-22:30', '星期五 11:30-14:30, 17:00-22:30', '星期六 11:30-14:30, 17:00-22:30', '星期日 11:30-14:30, 17:00-22:30']",4.8,900,food_image/狗一下居食酒屋 忠孝店.jpg
くら寿司 藏壽司 台北館前店,25.0456068,121.5147159,台北市,中正區,臺北市中正區館前路12號5樓,02-23316029,"['星期一 11:00-22:00', '星期二 11:00-22:00', '星期三 11:00-22:00', '星期四 11:00-22:00', '星期五 11:00-22:00', '星期六 10:30-22:00', '星期日 10:30-22:00']",4.5,300,food_image/くら寿司 藏壽司 台北館前店.jpg
豐FOOD．海陸百匯,25.0836968,121.5549291,台北市,中山區,臺北市中山區植福路8號1樓,02-85020555,"['星期一 11:30-14:00, 14:30-16:30, 17:30-21:00', '星期二 11:30-14:00, 14:30-16:30, 17:30-21:00', '星期三 11:30-14:00, 14:30-16:30, 17:30-21:00', '星期四 11:30-14:00, 14:30-16:30, 17:30-21:00', '星期五 11:30-14:00, 14:30-16:30, 17:30-21:00', '星期六 11:30-14:00, 14:30-16:30, 17:30-21:00', '星期日 11:30-14:00, 14:30-16:30, 17:30-21:00']",4.3,999,food_image/豐FOOD海陸百匯.jpg
雙月食品社 青島店,25.0437017,121.5220376,台北市,中正區,臺北市中正區青島東路6之2號,02-33938953,"['星期一 11:00-14:00, 17:00-20:00', '星期二 11:00-14:00, 17:00-20:00', '星期三 11:00-14:00, 17:00-20:00', '星期四 11:00-14:00, 17:00-20:00', '星期五 11:00-14:00, 17:00-20:00', '星期六 11:00-14:00, 17:00-20:00', '星期日 休息']",4.7,500,food_image/雙月食品社 青島店.jpg
くら寿司 藏壽司 中山南西店,25.0531227,121.519271,台北市,大同區,臺北市大同區南京西路57號2樓,02-25565289,"['星期一 11:00-22:00', '星期二 11:00-22:00', '星期三 11:00-22:00', '星期四 11:00-22:00', '星期五 11:00-22:00', '星期六 10:30-22:00', '星期日 10:30-22:00']",4.5,470,food_image/くら寿司 藏壽司 中山南西店.jpg
くら寿司 藏壽司 南港CITYLINK店,25.0527455,121.6072067,台北市,南港區,臺北市南港區忠孝東路七段369號3F,02-26510266,"['星期一 11:00-21:30', '星期二 11:00-21:30', '星期三 11:00-21:30', '星期四 11:00-21:30', '星期五 11:00-22:00', '星期六 11:00-22:00', '星期日 11:00-21:30']",4.5,570,food_image/くら寿司 藏壽司 南港CITYLINK店.jpg
和牛涮 台北忠孝東店,25.041307,121.54799,台北市,大安區,臺北市大安區忠孝東路四段128號2樓,02-27511759,"['星期一 11:30-23:00', '星期二 11:30-23:00', '星期三 11:30-23:00', '星期四 11:30-23:00', '星期五 11:30-00:00', '星期六 00:00-01:30, 11:00-00:00', '星期日 11:00-23:00, 00:00-01:30']",4.6,700,food_image/和牛涮 台北忠孝東店.jpg
TankQ Cafe & Bar,25.0506855,121.5320188,台北市,中山區,臺北市中山區松江路90巷3之2號,02-25219930,"['星期一 11:00-22:00', '星期二 11:00-22:00', '星期三 11:00-22:00', '星期四 11:00-22:00', '星期五 11:00-22:00', '星期六 11:00-22:00', '星期日 11:00-22:00']",4.5,350,food_image/TankQ Cafe  Bar.jpg
米朗琪咖啡館,25.0532033,121.5208739,台北市,中山區,臺北市中山區中山北路二段16巷23號,02-25673787,"['星期一 09:30-17:00', '星期二 09:30-17:00', '星期三 09:30-17:00', '星期四 09:30-17:00', '星期五 09:30-17:00', '星期六 09:30-18:00', '星期日 09:30-18:00']",4.1,400,food_image/米朗琪咖啡館.jpg
涮樂和牛鍋物 西門店,25.0436036,121.5071821,台北市,萬華區,臺北市萬華區峨眉街37號3樓,02-23112375,"['星期一 11:30-00:00', '星期二 11:30-00:00', '星期三 11:30-00:00', '星期四 11:30-00:00', '星期五 11:30-00:00', '星期六 11:30-00:00', '星期日 11:30-00:00']",4.8,500,food_image/涮樂和牛鍋物 西門店.jpg
富宏牛肉麵,25.0476197,121.5077358,台北市,萬華區,臺北市萬華區洛陽街69號,02-23713028,"['星期一 24小時營業', '星期二 24小時營業', '星期三 24小時營業', '星期四 24小時營業', '星期五 24小時營業', '星期六 24小時營業', '星期日 24小時營業']",4.4,130,food_image/富宏牛肉麵.jpg
新東南海鮮餐廳,25.0289418,121.5087358,台北市,中正區,臺北市中正區汀州路一段105號,02-23014239,"['星期一 11:30-14:00, 17:00-21:30', '星期二 11:30-14:00, 17:00-21:30', '星期三 11:30-14:00, 17:00-21:30', '星期四 11:30-14:00, 17:00-21:30', '星期五 11:30-14:00, 17:00-21:30', '星期六 11:30-14:00, 17:00-21:30', '星期日 11:30-14:00, 17:00-21:30']",4.4,980,food_image/新東南海鮮餐廳.jpg
雙月食品社 八德店,25.0483368,121.5472888,台北市,松山區,臺北市松山區八德路二段447之1號,02-27716862,"['星期一 11:00-14:00, 17:00-20:00', '星期二 11:00-14:00, 17:00-20:00', '星期三 11:00-14:00, 17:00-20:00', '星期四 11:00-14:00, 17:00-20:00', '星期五 11:00-14:00, 17:00-20:00', '星期六 11:00-14:00, 17:00-20:00', '星期日 11:00-14:00, 17:00-20:00']",4.8,500,food_image/雙月食品社 八德店.jpg
Meat Up,25.0446517,121.5076793,台北市,萬華區,臺北市萬華區武昌街二段37號6樓,09-08198398,"['星期一 11:00-21:00', '星期二 11:00-21:00', '星期三 11:00-21:00', '星期四 11:00-21:00', '星期五 11:00-21:00', '星期六 10:00-21:00', '星期日 10:00-21:00']",4.4,500,food_image/Meat Up.jpg
柒串燒屋,25.0483568,121.5273888,台北市,中山區,臺北市中山區長安東路一段46之1號,02-25672770,"['星期一 00:00-01:30, 18:00-00:00', '星期二 00:00-01:30, 18:00-00:00', '星期三 00:00-01:30, 18:00-00:00', '星期四 00:00-01:30, 18:00-00:00', '星期五 00:00-01:30, 18:00-00:00', '星期六 00:00-01:30, 18:00-00:00', '星期日 18:00-00:00, 00:00-01:30']",4.6,350,food_image/柒串燒屋.jpg
和牛涮 日式鍋物放題 台北羅斯福店,25.0279386,121.5220251,台北市,大安區,臺北市大安區羅斯福路二段27號,02-23910269,"['星期一 11:30-23:30', '星期二 11:30-23:30', '星期三 11:30-23:30', '星期四 11:30-23:30', '星期五 11:30-02:00', '星期六 11:30-02:00', '星期日 11:30-23:30']",4.9,545,food_image/和牛涮 日式鍋物放題 台北羅斯福店.jpg
